Covidence #,Study ID,Title,Reviewer Name,Study DOI,Year published ,Full title,Study setting ,Disease type (choose all that apply),Model type,"""Other"" details",Stochasticity in model ,Scientific problem being solved,How many parameters were calibrated?,External beliefs or evidence,Choice of parameters to calibrate ,What justification was provided for choice of parameters to calibrate?,"""Other"" details.",Type of data used for defining calibration targets (select all that apply),"""Other"" details ",How many calibration targets were used for estimation?,Resolution of data  used for defining calibration targets,Number of steps: single or sequential? ,Name of calibration algorithm ,"""Other"" details ",Is calibration implementation (code) available in an open-access repository? ,What programming language was used for calibration?,Do authors list any programming packages used for calibration?,Goodness-of-fit (GOF) measure employed within calibration algorithm,"If ""Not clear"", paste the relevant text here. ","""Other"" details",Nature of calibration results,"""Other"" details",How are calibration results reported? ,"""Other"" details.",How is uncertainty in calibration outputs reported? ,"""Other"" details.", What is the size of the calibration output?
1014,Johnson 2019,Optimal HIV testing strategies for South Africa: a model-based evaluation of population-level impact and cost-effectiveness.,Consensus,https://doi.org/10.1038/s41598-019-49109-w ,2019,Optimal HIV testing strategies for South Africa: a model-based evaluation of population-level impact and cost-effectiveness,South Africa,HIV,Individual-based ,"",Stochastic model ,Evaluate interventions; Predict disease trends ,Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Parameters are uncertain.,"",Notifications / diagnoses; Prevalence,"",Multiple ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ","Calibration was done as a single step (i.e., all parameters were calibrated at once). ",Maximum likelihood estimation,"",Not reported ,Not reported,No,Data likelihood ,"","",Sample estimate (multiple parameter sets),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Numerical: As uncertainty intervals around estimates or model outputs. e.g., 95% CI: 1.5 - 4.5.; Graphical: As a plot; e.g., a line with shaded areas indicating uncertainty intervals ","",500
1009,Abou-Bakre 2018,Parameter inference for HIV stochastic diffusion model in closed heterosexual population,Consensus, https://doi.org/10.1002/mma.4940,2018,Parameter inference for HIV stochastic diffusion model in closed heterosexual population,Morocco,HIV,Compartmental ,"",Stochastic model ,"Understand disease mechanisms (e.g., through inference on a parameter) ",Multiple,No prior knowledge is incorporated for parameters to be calibrated. ,All parameters,Parameters are relevant to question of interest.,"","Demographic (e.g., population size, sex and age distribution); Incidence ","",Multiple ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ","Calibration was done as a single step (i.e., all parameters were calibrated at once). ",Other ,"Diffusion approximation, minimum constrast estimation",Not reported ,Not reported,No,Other: Data likelihood,"","",Point estimate (single parameter / parameter set),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Numerical: As uncertainty intervals around estimates or model outputs. e.g., 95% CI: 1.5 - 4.5.; Graphical: As a plot; e.g., a line with shaded areas indicating uncertainty intervals ","",1
1003,Cambiano 2018,Cost-effectiveness of pre-exposure prophylaxis for HIV prevention in men who have sex with men in the UK: a modelling study and health economic evaluation.,Consensus,10.1016/S1473-3099(17)30540-6,2018,Cost-effectiveness of pre-exposure prophylaxis for HIV prevention in men who have sex with men in the UK: a modelling study and health economic evaluation,UK,HIV,Individual-based ,"",Stochastic model ,Evaluate interventions,Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Not reported ,"","Contact/exposure (e.g., number of sexual partners, number of mosquito bites); Demographic (e.g., population size, sex and age distribution); Incidence ; Notifications / diagnoses; Treatment and treatment outcomes (e.g., mortality, recovery)","",Multiple ,Not reported ,"Calibration was done as a single step (i.e., all parameters were calibrated at once). ",Approximate Bayesian Computation,"",Not reported ,Not reported,No,Ad-hoc distance function (as in Approximate Bayesian Computation or least squares),"","",Distribution estimate (a distribution function which generates parameter values),"","Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Graphical: As a plot; e.g., a line with shaded areas indicating uncertainty intervals ","","100,000"
994,Dale 2018,Estimating epidemiological parameters of a stochastic differential model of HIV dynamics using hierarchical Bayesian statistics.,Consensus,https://doi.org/10.1371/journal.pone.0200126,2018,Estimating epidemiological parameters of a stochastic differential model of HIV dynamics using hierarchical Bayesian statistics,Not reported,HIV,Other, a system of stochastic differential equations (SDEs),Stochastic model ,"Understand disease mechanisms (e.g., through inference on a parameter) ",Single ,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Parameters are relevant to question of interest.,"",Notifications / diagnoses,"",Single ,"Modeled estimates  (e.g., WHO TB incidence estimates)",Calibration was done sequentially: different parameters (or subsets of parameters) were calibrated over multiple rounds. ,Markov Chain Monte Carlo,"",Link reported and accessible,R,Yes,Data likelihood ,"","",Distribution estimate (a distribution function which generates parameter values),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Numerical: As uncertainty intervals around estimates or model outputs. e.g., 95% CI: 1.5 - 4.5.; Graphical: As a plot; e.g., a line with shaded areas indicating uncertainty intervals ","","100,000"
987,Quan 2021,Improving health equity and ending the HIV epidemic in the USA: a distributional cost-effectiveness analysis in six cities.,Consensus,https://doi.org/10.1016/S2352-3018(21)00147-8,2021,Improving health equity and ending the HIV epidemic in the USA: a distributional cost-effectiveness analysis in six cities,USA,HIV,Compartmental ,"",Not reported,Evaluate interventions,Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Not reported ,"",Not reported ,"",Not reported ,Not reported ,Not reported,Not reported,"",Not reported ,Not reported,No,Not reported,"","",Sample estimate (multiple parameter sets),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Numerical: As uncertainty intervals around estimates or model outputs. e.g., 95% CI: 1.5 - 4.5.; Graphical: As a plot; e.g., a line with shaded areas indicating uncertainty intervals ","",2000
980,Marshall 2018,Potential effectiveness of long-acting injectable pre-exposure prophylaxis for HIV prevention in men who have sex with men: a modelling study.,Consensus,doi:10.1016/S2352-3018(18)30097-3,2018,Potential effectiveness of long-acting injectable pre-exposure prophylaxis for HIV prevention in men who have sex with men: A modelling study,USA,HIV,Individual-based ,"",Stochastic model ,Evaluate interventions,Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Parameters are uncertain.,"","Notifications / diagnoses; Prevalence; Treatment and treatment outcomes (e.g., mortality, recovery)","",Multiple ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ; Modeled estimates  (e.g., WHO TB incidence estimates)",Calibration was done sequentially: different parameters (or subsets of parameters) were calibrated over multiple rounds. ,Least squares estimation,"",Not reported ,Python,No,Ad-hoc distance function (as in Approximate Bayesian Computation or least squares),"","",Point estimate (single parameter / parameter set),"","Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","",Uncertainty in calibration outputs is not reported.,"",1
976,Bellan 2018,Couple serostatus patterns in sub-Saharan Africa illuminate the relative roles of transmission rates and sexual network characteristics in HIV epidemiology.,Consensus,https://doi.org/10.1038/s41598-018-24249-7,2018,Couple serostatus patterns in sub-Saharan Africa illuminate the relative roles of transmission rates and sexual network characteristics in HIV epidemiology,"Burundi, Congo, DRC, Ethiopia, Gabon, Kenya, Lesotho, Malawi, Mozambique, Rwanda, Swaziland, Tanzania, Uganda, Cote d’Ivoire, Burkina Faso, Cameroon, Ghana, Guinea, Libera, Mali, Niger, Senegal, Sierra Leone, Zambia, Zimbabwe",HIV,Individual-based ,"",Deterministic model ,"Understand disease mechanisms (e.g., through inference on a parameter) ",Multiple,Not reported,Subset of parameters,Not reported ,"","Contact/exposure (e.g., number of sexual partners, number of mosquito bites); Treatment and treatment outcomes (e.g., mortality, recovery)","",Multiple ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ",Not reported,Markov Chain Monte Carlo,"",Link reported and accessible,R,No,Data likelihood ,"","",Point estimate (single parameter / parameter set),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Numerical: As uncertainty intervals around estimates or model outputs. e.g., 95% CI: 1.5 - 4.5.","",Not reported
972,Khanna 2019,A modeling framework to inform preexposure prophylaxis initiation and retention scale-up in the context of 'Getting to Zero' initiatives,Consensus,https://doi.org/10.1097%2FQAD.0000000000002290,2019,A modeling framework to inform PrEP initiation and retention scale-up in the context of Getting to Zero Initiatives,USA,HIV,Individual-based ,"",Stochastic model ,Evaluate interventions,Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Parameters are uncertain.,"",Incidence ; Prevalence,"",Multiple ,"Modeled estimates  (e.g., WHO TB incidence estimates)","Calibration was done as a single step (i.e., all parameters were calibrated at once). ",Manual (hand-tuning),"",Not reported ,Not reported,No,Other ,within ranges of the empirical data estimates,"",Sample estimate (multiple parameter sets),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Graphical: As a plot; e.g., a line with shaded areas indicating uncertainty intervals ","",1
958,Cambiano 2023,The effect of combination prevention strategies on HIV incidence among gay and bisexual men who have sex with men in the UK: a model-based analysis.,Consensus,10.1016/S2352-3018(23)00204-7,2023,"The effect of combination prevention strategies on HIV 
incidence among gay and bisexual men who have sex with 
men in the UK: a model-based analysis",UK,HIV,Individual-based ,"",Stochastic model ,Evaluate interventions; Predict disease trends ,Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Not reported ,"","Contact/exposure (e.g., number of sexual partners, number of mosquito bites); Incidence ; Notifications / diagnoses; Treatment and treatment outcomes (e.g., mortality, recovery); Other ",Metrics of disease progression (i.e. CD4 counts),Multiple ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ; Modeled estimates  (e.g., WHO TB incidence estimates)","Calibration was done as a single step (i.e., all parameters were calibrated at once). ",Approximate Bayesian Computation,"",Link reported and accessible,Other ,No,Ad-hoc distance function (as in Approximate Bayesian Computation or least squares),"","",Sample estimate (multiple parameter sets),"","Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Graphical: As a plot; e.g., a line with shaded areas indicating uncertainty intervals ","","300,000"
956,Mondal 2022,Modelling of contact tracing in determining critical community size for infectious diseases,Consensus,https://doi.org/10.1016/j.chaos.2022.112141,2022,Modelling of contact tracing in determining critical community size for infectious diseases,India,HIV,Compartmental ,"",Deterministic model ,"Understand disease mechanisms (e.g., through inference on a parameter) ",Multiple,Not reported,Subset of parameters,Parameters are relevant to question of interest.,"",Incidence ; Prevalence; Other ,Deaths,Multiple ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ","Calibration was done as a single step (i.e., all parameters were calibrated at once). ",Least squares estimation,"",Not reported ,Matlab,No,Ad-hoc distance function (as in Approximate Bayesian Computation or least squares),"","",Point estimate (single parameter / parameter set),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","",Uncertainty in calibration outputs is not reported.,"",1
949,Sucharitakul 2018,Influence of model assumptions about HIV disease progression after initiating or stopping treatment on estimates of infections and deaths averted by scaling up  antiretroviral therapy.,Consensus,https://doi.org/10.1371/journal.pone.0194220,2018,Influence of model assumptions about HIV disease progression after initiating or stopping treatment on estimates of infections and deaths averted by scaling up antiretroviral therapy.,USA,HIV,Compartmental ,"",Deterministic model ,Evaluate interventions; Assess impact of model assumptions,Multiple,Not reported,Subset of parameters,Parameters are relevant to question of interest.; Parameters are uncertain.,"","Prevalence; Treatment and treatment outcomes (e.g., mortality, recovery)","",Multiple ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ",Not reported,Least squares estimation,"",Not reported ,Other ,Yes,Ad-hoc distance function (as in Approximate Bayesian Computation or least squares),"","",Point estimate (single parameter / parameter set),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","",Uncertainty in calibration outputs is not reported.,"",1
948,Lai 2023,Modelling the impact of treatment adherence on the transmission of HIV drug resistance.,Consensus,https://doi.org/10.1093/jac/dkad186,2023,Modelling the impact of treatment adherence on the transmission of HIV drug resistance,China,HIV,Compartmental ,"",Not reported,Evaluate interventions,Multiple,Not reported,Subset of parameters,Not reported ,"","Notifications / diagnoses; Treatment and treatment outcomes (e.g., mortality, recovery)","",Multiple ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ",Not reported,Least squares estimation,"",Not reported ,Matlab,No,Ad-hoc distance function (as in Approximate Bayesian Computation or least squares),"","",Point estimate (single parameter / parameter set),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Numerical: As uncertainty intervals around estimates or model outputs. e.g., 95% CI: 1.5 - 4.5.; Graphical: As a plot; e.g., a line with shaded areas indicating uncertainty intervals ","",1000
944,Drabo 2022,Using Microsimulation Modeling to Inform EHE Implementation Strategies in Los Angeles County.,Consensus,https://doi.org/10.1097/QAI.0000000000002977,2022,Using Microsimulation Modeling to Inform EHE Implementation Strategies in Los Angeles County,USA,HIV,Individual-based ,"",Stochastic model ,Evaluate interventions,Multiple,Not reported,Subset of parameters,Parameters are uncertain.,"","Contact/exposure (e.g., number of sexual partners, number of mosquito bites); Demographic (e.g., population size, sex and age distribution); Incidence ; Treatment and treatment outcomes (e.g., mortality, recovery); Other ",Mortality,Multiple ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ",Not reported,Least squares estimation,"",Not reported ,Matlab,Yes,Ad-hoc distance function (as in Approximate Bayesian Computation or least squares),"","",Point estimate (single parameter / parameter set),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Graphical: As a plot; e.g., a line with shaded areas indicating uncertainty intervals ","",1
936,Stuart 2020,Potential health gains in West and Central Africa through savings from lower cost HIV treatment,Consensus,10.1097/QAD.0000000000002419,2020,Potential health gains in West and Central Africa through savings from lower cost HIV treatment,"Cameroon, Democratic Republic of Congo, Cote d'Ivoire, Niger, Nigeria, Senegal, Togo ",HIV,Compartmental ,"",Not reported,Evaluate interventions; Predict disease trends ,Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Parameters are relevant to question of interest.,"","Demographic (e.g., population size, sex and age distribution); Notifications / diagnoses; Prevalence; Treatment and treatment outcomes (e.g., mortality, recovery); Other ",Deaths,Multiple ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ; Modeled estimates  (e.g., WHO TB incidence estimates)",Calibration was done sequentially: different parameters (or subsets of parameters) were calibrated over multiple rounds. ,Approximate Bayesian Computation,"",Not reported ,Not reported,No,Not reported,"","",Sample estimate (multiple parameter sets),"","Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Graphical: As a plot; e.g., a line with shaded areas indicating uncertainty intervals ","",Not reported
925,Wong 2020,The differential impacts of non-locally acquired infections and treatment interventions on heterosexual HIV transmission in Hong Kong.,Consensus,https://doi.org/10.1371/journal.pone.0237433,2020,The differential impacts of non-locally acquired infections and treatment interventions on heterosexual HIV transmission in Hong Kong,Hong Kong,HIV,Compartmental ,"",Deterministic model ,"Understand disease mechanisms (e.g., through inference on a parameter) ; Evaluate interventions",Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Not reported ,"","Demographic (e.g., population size, sex and age distribution); Prevalence","",Multiple ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ","Calibration was done as a single step (i.e., all parameters were calibrated at once). ",Not reported,"",Not reported ,R,Yes,Data likelihood ,"","",Point estimate (single parameter / parameter set),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Numerical: As uncertainty intervals around estimates or model outputs. e.g., 95% CI: 1.5 - 4.5.","",1
910,Jin 2021,The transmission of drug-resistant strains of HIV in heterosexual populations based on genetic sequences.,Consensus,https://doi.org/10.1371/journal.pone.0259023,2021,The transmission of drug-resistant strains of HIV in heterosexual populations based on genetic sequences,China,HIV,Compartmental ,"",Not reported,"Understand disease mechanisms (e.g., through inference on a parameter) ; Predict disease trends ",Multiple,Not reported,Subset of parameters,Parameters are uncertain.,"",Other ,tranmission parameter inferred from genetic data,Multiple ,"Modeled estimates  (e.g., WHO TB incidence estimates)",Not reported,Markov Chain Monte Carlo,"",Not reported ,Not reported,No,Not reported,"","",Not reported ,"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Numerical: As uncertainty intervals around estimates or model outputs. e.g., 95% CI: 1.5 - 4.5.; Graphical: As a plot; e.g., a line with shaded areas indicating uncertainty intervals ","",5000
907,Nosyk 2020,Ending the HIV epidemic in the USA: an economic modelling study in six cities.,Consensus,https://doi.org/10.1016/S2352-3018(20)30033-3,2020,Ending the HIV epidemic in the USA: an economic modelling study in six cities,USA,HIV,Compartmental ,"",Not reported,Evaluate interventions,Multiple,Not reported,Subset of parameters,Parameters are uncertain.,"","Incidence ; Notifications / diagnoses; Treatment and treatment outcomes (e.g., mortality, recovery); Other ",Mortality,Multiple ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ; Modeled estimates  (e.g., WHO TB incidence estimates)",Not reported,Not reported,"",Not reported ,Not reported,No,Not reported,"","",Not reported ,"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Numerical: As uncertainty intervals around estimates or model outputs. e.g., 95% CI: 1.5 - 4.5.; Graphical: As a plot; e.g., a line with shaded areas indicating uncertainty intervals ","",Not reported
904,Peebles 2021,Risk compensation after HIV-1 vaccination may accelerate viral adaptation and reduce cost-effectiveness: a modeling study.,Consensus,https://doi.org/10.1038/s41598-021-85487-w,2021,Risk compensation after HIV-1 vaccination may accelerate viral adaptation and reduce cost-effectiveness: a modeling study,South Africa,HIV,Individual-based ,"",Stochastic model ,"Understand disease mechanisms (e.g., through inference on a parameter) ; Evaluate interventions",Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Not reported ,"","Contact/exposure (e.g., number of sexual partners, number of mosquito bites); Demographic (e.g., population size, sex and age distribution); Prevalence; Other ","sexual network structure, sexual behavior, and within-host HIV viral dynamics",Multiple ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ","Calibration was done as a single step (i.e., all parameters were calibrated at once). ",Approximate Bayesian Computation,"",Not reported ,R,Yes,Ad-hoc distance function (as in Approximate Bayesian Computation or least squares),"","",Sample estimate (multiple parameter sets),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Numerical: As uncertainty intervals around estimates or model outputs. e.g., 95% CI: 1.5 - 4.5.; Graphical: As a plot; e.g., a line with shaded areas indicating uncertainty intervals ","",500
894,Foss 2020,Using data from 'visible' populations to estimate the size and importance of 'hidden' populations in an epidemic: A modelling technique.,Consensus,https://doi.org/10.1016/j.idm.2020.09.007,2020,Using data from ‘visible’ populations to estimate the size and importance of ‘hidden’ populations in an epidemic: A modelling technique,India,HIV,Compartmental ,"",Deterministic model ,"Understand disease mechanisms (e.g., through inference on a parameter) ",Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Parameters are uncertain.,"",Prevalence,"",Multiple ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ","Calibration was done as a single step (i.e., all parameters were calibrated at once). ",Other: Other,Latin Hypercube Sampling,Not reported ,Not reported,No,Other ,"",model runs were classified as model fits if the HIV and HSV-2 prevalence in all three MSM/TGW subgroups were within the 95% confidence intervals (CIs) for the available IBBA data,Sample estimate (multiple parameter sets),"",Numerical: e.g. as value(s).,"","Numerical: As uncertainty intervals around estimates or model outputs. e.g., 95% CI: 1.5 - 4.5.","",283
892,Gonsalves 2018,"Dynamics of the HIV outbreak and response in Scott County, IN, USA, 2011-15: a modelling study.",Consensus,https://doi.org/10.1016/S2352-3018(18)30176-0,2018,"Dynamics of the HIV Outbreak and Response in Scott County, Indiana, 2011-2015: A Modeling Study",USA,HIV,Compartmental ,"",Deterministic model ,"Understand disease mechanisms (e.g., through inference on a parameter) ; Evaluate interventions",Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Parameters are uncertain.,"",Incidence ,"",Multiple ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ",Not reported,Manual (hand-tuning),"",Link reported and accessible,R,No,Not reported,"","",Point estimate (single parameter / parameter set),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","",Uncertainty in calibration outputs is not reported.,"",1
890,deMontigny 2018,Projected effectiveness and added value of HIV vaccination campaigns in South Africa: A modeling study.,Consensus,https://doi.org/10.1038/s41598-018-24268-4,2018,Projected effectiveness and added value of HIV vaccination campaigns in South Africa: A modeling study,South Africa,HIV,Compartmental ,"",Deterministic model ,Evaluate interventions,Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Parameters are uncertain.,"","Demographic (e.g., population size, sex and age distribution); Incidence ; Prevalence","",Multiple ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ",Calibration was done sequentially: different parameters (or subsets of parameters) were calibrated over multiple rounds. ,Other ,Monte-Carlo filtering,Not reported ,R; Matlab,No,Not reported,"","",Sample estimate (multiple parameter sets),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Numerical: As uncertainty intervals around estimates or model outputs. e.g., 95% CI: 1.5 - 4.5.; Graphical: As a plot; e.g., a line with shaded areas indicating uncertainty intervals ","",1000
889,Tan 2020,Effect of expanding opioid agonist therapies on the HIV epidemic and mortality in Ukraine: a modelling study.,Consensus,doi: 10.1016/S2352-3018(19)30373-X,2020,Effect of expanding opioid agonist therapies on the HIV epidemic and mortality in Ukraine: a modelling study,Ukraine,HIV,Compartmental ,"",Deterministic model ,Evaluate interventions,Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Parameters are uncertain.,"",Incidence ; Prevalence; Other ,"",Multiple ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ",Calibration was done sequentially: different parameters (or subsets of parameters) were calibrated over multiple rounds. ,Other ,Step-wise minimization algorithm,Not reported ,Matlab,No,Ad-hoc distance function (as in Approximate Bayesian Computation or least squares),"","",Sample estimate (multiple parameter sets),"",Numerical: e.g. as value(s).,"","Numerical: As uncertainty intervals around estimates or model outputs. e.g., 95% CI: 1.5 - 4.5.","",1
885,Appaw 2020,A STAGE STRUCTURED MODEL FOR HIV/AIDS IN THE PRESENCE OF VERTICAL TRANSMISSION: THE CASE OF GHANA,Consensus,https://doi.org/10.28919/cmbn/4535,2020,A Stage Structured Model for HIV/AIDS in the Presence of Vertical Transmission: The Case of Ghana,Ghana,HIV,Compartmental ,"",Deterministic model ,"Understand disease mechanisms (e.g., through inference on a parameter) ; Predict disease trends ",Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Parameters are uncertain.,"","Treatment and treatment outcomes (e.g., mortality, recovery)","",Single ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ",Not reported,Least squares estimation,"",Not reported ,Matlab,No,Ad-hoc distance function (as in Approximate Bayesian Computation or least squares),"","",Sample estimate (multiple parameter sets),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Numerical: As uncertainty intervals around estimates or model outputs. e.g., 95% CI: 1.5 - 4.5.","",Not reported
883,Bórquez 2019,"The impact and cost-effectiveness of combined HIV prevention scenarios among transgender women sex-workers in Lima, Peru: a mathematical modelling study.",Consensus,https://doi.org/10.1016/S2468-2667(18)30236-6,2019,"The impact and cost-effectiveness of combined HIV prevention scenarios among transgender women sex-workers in Lima, Peru: a mathematical modelling study",Peru,HIV,Compartmental ,"",Deterministic model ,Evaluate interventions,Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Parameters are relevant to question of interest.,"",Prevalence,"",Single ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ; Modeled estimates  (e.g., WHO TB incidence estimates)","Calibration was done as a single step (i.e., all parameters were calibrated at once). ",Maximum likelihood estimation,"",Not reported ,Matlab,No,Data likelihood ,"","",Point estimate (single parameter / parameter set),"","Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Graphical: As a plot; e.g., a line with shaded areas indicating uncertainty intervals ","","100,000"
877,Weeks 2020,Simulating system dynamics of the HIV care continuum to achieve treatment as prevention.,Consensus,https://doi.org/10.1371/journal.pone.0230568,2020,Simulating system dynamics of the HIV care continuum to achieve treatment as prevention,USA,HIV,Other,System dynamics,Not reported,Evaluate interventions,Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Not reported ,"",Notifications / diagnoses,"",Multiple ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ",Not reported,Not reported,"",Link reported and accessible,Not reported,No,Not reported,"","",Point estimate (single parameter / parameter set),"",Numerical: e.g. as value(s).,"","Numerical: As uncertainty intervals around estimates or model outputs. e.g., 95% CI: 1.5 - 4.5.","",1
871,Gilmour 2020,New strategies for prevention of HIV among Japanese men who have sex with men: a mathematical model.,Consensus,https://doi.org/10.1038/s41598-020-75182-7,2020,New strategies for prevention of HIV among Japanese men who have sex with men: a mathematical model,Japan,HIV,Compartmental ,"",Deterministic model ,Evaluate interventions; Predict disease trends ,Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Parameters are uncertain.,"",Prevalence,"",Single ,"Modeled estimates  (e.g., WHO TB incidence estimates)",Not reported,Other ,using a calibration function based on the deviance statistic for Poisson distributions,Not reported ,Matlab,No,Ad-hoc distance function (as in Approximate Bayesian Computation or least squares),"","",Sample estimate (multiple parameter sets),"",Calibration results are not reported. ,"","Numerical: As uncertainty intervals around estimates or model outputs. e.g., 95% CI: 1.5 - 4.5.","",1000
868,Doyle 2023,Population-level effectiveness of pre-exposure prophylaxis for HIV prevention among men who have sex with men in Montréal (Canada): a modelling study of  surveillance and survey data.,Consensus, https://doi.org/10.1002/jia2.26194,2023,Population-level effectiveness of pre-exposure prophylaxis forHIV prevention among men who have sex with men in Montréal (Canada): a modelling study of surveillance and survey data,Canada,HIV,Individual-based ,"",Stochastic model ,Evaluate interventions,Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",All parameters,Not reported ,"","Climate (e.g., temperature, humidity, rainfall); Contact/exposure (e.g., number of sexual partners, number of mosquito bites); Demographic (e.g., population size, sex and age distribution); Notifications / diagnoses; Prevalence; Treatment and treatment outcomes (e.g., mortality, recovery); Other ",CD4 cell count at diagnosis by year,Multiple ,"Modeled estimates  (e.g., WHO TB incidence estimates)",Not reported,Approximate Bayesian Computation,"",Not reported ,R; C++,Yes,Not reported,"","",Sample estimate (multiple parameter sets),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Numerical: As uncertainty intervals around estimates or model outputs. e.g., 95% CI: 1.5 - 4.5.; Graphical: As a plot; e.g., a line with shaded areas indicating uncertainty intervals ","",100
